,site_name,subject_group,image_name,subject_id,count_total,median_count,mean_count,mode_min_count,mode_max_count,mode_count,mode_count_avg,users,sum_annotations_count,annotations_count,dbscan_count_sil,HDBSCAN_count,eps,min_cluster_size,max_cluster_size,noise_points,data.no,data.yes
87,South Coast B,South Coast B,ESCB-2.1-1_72.jpg,72337234,0,1.0,1.29,1.0,1.0,[1],1.0,7.0,9.0,"[1, 1, 1, 1, 1, 2, 2]",1.0,1.0,0.0,5.0,0.0,4.0,2.0,19.0
88,South Coast B,South Coast B,ESCB-2.1-1_75.jpg,72337237,1,1.0,1.21,1.0,1.0,[1],1.0,14.0,17.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3]",1.0,1.0,0.0,5.0,0.0,12.0,4.0,18.0
89,South Coast B,South Coast B,ESCB-2.1-1_80.jpg,72337242,2,1.5,1.6,1.0,1.0,[1],1.0,10.0,16.0,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 3]",3.0,2.0,0.0,5.0,0.0,0.0,7.0,14.0
90,South Coast B,South Coast B,ESCB-2.1-1_89.jpg,72337251,1,1.0,1.05,1.0,1.0,[1],1.0,19.0,20.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",2.0,1.0,0.0,5.0,0.0,15.0,0.0,21.0
91,South Coast B,South Coast B,ESCB-2.1-2_102.jpg,72337264,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,,20.0,1.0
92,South Coast B,South Coast B,ESCB-2.1-2_105.jpg,72337267,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,,21.0,0.0
93,South Coast B,South Coast B,ESCB-2.1-2_111.jpg,72337273,0,1.0,1.12,1.0,1.0,[1],1.0,8.0,9.0,"[1, 1, 1, 1, 1, 1, 1, 2]",1.0,1.0,0.0,5.0,0.0,4.0,8.0,13.0
94,South Coast B,South Coast B,ESCB-2.1-2_112.jpg,72337274,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,,21.0,0.0
95,South Coast B,South Coast B,ESCB-2.1-2_118.jpg,72337280,1,1.0,1.13,1.0,1.0,[1],1.0,15.0,17.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",1.0,1.0,0.0,5.0,0.0,11.0,5.0,16.0
96,South Coast B,South Coast B,ESCB-2.1-2_37.jpg,72337295,2,2.0,1.83,2.0,2.0,[2],2.0,18.0,33.0,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3]",3.0,2.0,0.0,5.0,0.0,0.0,4.0,19.0
97,South Coast B,South Coast B,ESCB-2.1-2_39.jpg,72337297,5,2.0,2.42,2.0,2.0,[2],2.0,19.0,46.0,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 5]",4.0,4.0,0.0,5.0,0.0,0.0,2.0,19.0
98,South Coast B,South Coast B,ESCB-2.1-2_51.jpg,72337309,1,1.0,1.0,1.0,1.0,[1],1.0,6.0,6.0,"[1, 1, 1, 1, 1, 1]",0.0,1.0,0.0,5.0,0.0,1.0,14.0,7.0
