,image_name,dbscan_count,dbscan_noise,dbscan_silouette_score,dbscan_BIC_score,eps,min_samples
27,SFM01-2-2-2_344.jpg,2,22,0.47938073329259506,,0.5,10
0,SFM01-2-2-2_348.jpg,2,93,-0.10313196654385516,,0.01,3
1,SFM01-2-2-2_348.jpg,0,100,,,0.01,5
2,SFM01-2-2-2_348.jpg,0,100,,,0.01,8
3,SFM01-2-2-2_348.jpg,0,100,,,0.01,10
4,SFM01-2-2-2_348.jpg,8,55,0.10689507695011556,,0.05,3
5,SFM01-2-2-2_348.jpg,3,73,-0.11727219890222682,,0.05,5
6,SFM01-2-2-2_348.jpg,1,88,,,0.05,8
7,SFM01-2-2-2_348.jpg,1,88,,,0.05,10
8,SFM01-2-2-2_348.jpg,9,34,0.4144778646673729,,0.1,3
9,SFM01-2-2-2_348.jpg,6,48,0.21701840677986403,,0.1,5
10,SFM01-2-2-2_348.jpg,2,76,-0.0683047363459756,,0.1,8
11,SFM01-2-2-2_348.jpg,1,85,,,0.1,10
12,SFM01-2-2-2_348.jpg,4,20,0.38915243582867726,,0.2,3
13,SFM01-2-2-2_348.jpg,2,26,0.5143958537305725,,0.2,5
14,SFM01-2-2-2_348.jpg,3,27,0.39813712389397954,,0.2,8
15,SFM01-2-2-2_348.jpg,2,35,0.34578269243918214,,0.2,10
16,SFM01-2-2-2_348.jpg,4,13,0.4972779550625696,,0.3,3
17,SFM01-2-2-2_348.jpg,4,14,0.48009988131035075,,0.3,5
18,SFM01-2-2-2_348.jpg,2,24,0.5484396276903964,,0.3,8
19,SFM01-2-2-2_348.jpg,2,24,0.5484396276903964,,0.3,10
20,SFM01-2-2-2_348.jpg,3,9,0.5820296960236724,,0.4,3
21,SFM01-2-2-2_348.jpg,3,9,0.5820296960236724,,0.4,5
22,SFM01-2-2-2_348.jpg,1,23,,,0.4,8
23,SFM01-2-2-2_348.jpg,1,23,,,0.4,10
24,SFM01-2-2-2_348.jpg,3,8,0.5949143848272037,,0.5,3
25,SFM01-2-2-2_348.jpg,3,8,0.5949143848272037,,0.5,5
26,SFM01-2-2-2_348.jpg,2,15,0.6250044200148173,,0.5,8
27,SFM01-2-2-2_348.jpg,1,23,,,0.5,10
0,SFM01-2-2-2_349.jpg,0,17,,,0.01,3
1,SFM01-2-2-2_349.jpg,0,17,,,0.01,5
2,SFM01-2-2-2_349.jpg,0,17,,,0.01,8
3,SFM01-2-2-2_349.jpg,0,17,,,0.01,10
4,SFM01-2-2-2_349.jpg,1,14,,,0.05,3
5,SFM01-2-2-2_349.jpg,0,17,,,0.05,5
6,SFM01-2-2-2_349.jpg,0,17,,,0.05,8
7,SFM01-2-2-2_349.jpg,0,17,,,0.05,10
8,SFM01-2-2-2_349.jpg,1,14,,,0.1,3
9,SFM01-2-2-2_349.jpg,0,17,,,0.1,5
10,SFM01-2-2-2_349.jpg,0,17,,,0.1,8
11,SFM01-2-2-2_349.jpg,0,17,,,0.1,10
12,SFM01-2-2-2_349.jpg,1,6,,,0.2,3
13,SFM01-2-2-2_349.jpg,1,6,,,0.2,5
14,SFM01-2-2-2_349.jpg,0,17,,,0.2,8
15,SFM01-2-2-2_349.jpg,0,17,,,0.2,10
16,SFM01-2-2-2_349.jpg,1,5,,,0.3,3
17,SFM01-2-2-2_349.jpg,1,5,,,0.3,5
18,SFM01-2-2-2_349.jpg,1,6,,,0.3,8
19,SFM01-2-2-2_349.jpg,0,17,,,0.3,10
20,SFM01-2-2-2_349.jpg,1,5,,,0.4,3
21,SFM01-2-2-2_349.jpg,1,5,,,0.4,5
22,SFM01-2-2-2_349.jpg,1,6,,,0.4,8
23,SFM01-2-2-2_349.jpg,1,6,,,0.4,10
24,SFM01-2-2-2_349.jpg,1,5,,,0.5,3
25,SFM01-2-2-2_349.jpg,1,5,,,0.5,5
26,SFM01-2-2-2_349.jpg,1,5,,,0.5,8
27,SFM01-2-2-2_349.jpg,1,5,,,0.5,10
0,SFM01-2-2-2_350.jpg,0,5,,,0.01,3
1,SFM01-2-2-2_350.jpg,0,5,,,0.01,5
2,SFM01-2-2-2_350.jpg,0,5,,,0.01,8
3,SFM01-2-2-2_350.jpg,0,5,,,0.01,10
4,SFM01-2-2-2_350.jpg,0,5,,,0.05,3
5,SFM01-2-2-2_350.jpg,0,5,,,0.05,5
6,SFM01-2-2-2_350.jpg,0,5,,,0.05,8
7,SFM01-2-2-2_350.jpg,0,5,,,0.05,10
8,SFM01-2-2-2_350.jpg,0,5,,,0.1,3
9,SFM01-2-2-2_350.jpg,0,5,,,0.1,5
10,SFM01-2-2-2_350.jpg,0,5,,,0.1,8
11,SFM01-2-2-2_350.jpg,0,5,,,0.1,10
12,SFM01-2-2-2_350.jpg,1,1,,,0.2,3
13,SFM01-2-2-2_350.jpg,0,5,,,0.2,5
14,SFM01-2-2-2_350.jpg,0,5,,,0.2,8
15,SFM01-2-2-2_350.jpg,0,5,,,0.2,10
16,SFM01-2-2-2_350.jpg,1,1,,,0.3,3
17,SFM01-2-2-2_350.jpg,0,5,,,0.3,5
18,SFM01-2-2-2_350.jpg,0,5,,,0.3,8
19,SFM01-2-2-2_350.jpg,0,5,,,0.3,10
20,SFM01-2-2-2_350.jpg,1,1,,,0.4,3
21,SFM01-2-2-2_350.jpg,0,5,,,0.4,5
22,SFM01-2-2-2_350.jpg,0,5,,,0.4,8
23,SFM01-2-2-2_350.jpg,0,5,,,0.4,10
24,SFM01-2-2-2_350.jpg,1,1,,,0.5,3
25,SFM01-2-2-2_350.jpg,0,5,,,0.5,5
26,SFM01-2-2-2_350.jpg,0,5,,,0.5,8
27,SFM01-2-2-2_350.jpg,0,5,,,0.5,10
0,SFM01-2-2-2_367.jpg,0,19,,,0.01,3
1,SFM01-2-2-2_367.jpg,0,19,,,0.01,5
2,SFM01-2-2-2_367.jpg,0,19,,,0.01,8
3,SFM01-2-2-2_367.jpg,0,19,,,0.01,10
4,SFM01-2-2-2_367.jpg,2,4,0.637086618765083,,0.05,3
5,SFM01-2-2-2_367.jpg,1,8,,,0.05,5
6,SFM01-2-2-2_367.jpg,1,9,,,0.05,8
7,SFM01-2-2-2_367.jpg,1,9,,,0.05,10
8,SFM01-2-2-2_367.jpg,2,4,0.637086618765083,,0.1,3
9,SFM01-2-2-2_367.jpg,1,7,,,0.1,5
10,SFM01-2-2-2_367.jpg,1,7,,,0.1,8
11,SFM01-2-2-2_367.jpg,1,7,,,0.1,10
12,SFM01-2-2-2_367.jpg,2,2,0.787464971886023,,0.2,3
13,SFM01-2-2-2_367.jpg,1,5,,,0.2,5
14,SFM01-2-2-2_367.jpg,1,5,,,0.2,8
15,SFM01-2-2-2_367.jpg,1,6,,,0.2,10
16,SFM01-2-2-2_367.jpg,2,2,0.787464971886023,,0.3,3
17,SFM01-2-2-2_367.jpg,1,5,,,0.3,5
18,SFM01-2-2-2_367.jpg,1,5,,,0.3,8
19,SFM01-2-2-2_367.jpg,1,5,,,0.3,10
20,SFM01-2-2-2_367.jpg,2,2,0.787464971886023,,0.4,3
21,SFM01-2-2-2_367.jpg,1,5,,,0.4,5
22,SFM01-2-2-2_367.jpg,1,5,,,0.4,8
23,SFM01-2-2-2_367.jpg,1,5,,,0.4,10
24,SFM01-2-2-2_367.jpg,2,2,0.787464971886023,,0.5,3
25,SFM01-2-2-2_367.jpg,1,5,,,0.5,5
26,SFM01-2-2-2_367.jpg,1,5,,,0.5,8
27,SFM01-2-2-2_367.jpg,1,5,,,0.5,10
0,SFM01-2-2-3_111.jpg,0,7,,,0.01,3
1,SFM01-2-2-3_111.jpg,0,7,,,0.01,5
2,SFM01-2-2-3_111.jpg,0,7,,,0.01,8
3,SFM01-2-2-3_111.jpg,0,7,,,0.01,10
4,SFM01-2-2-3_111.jpg,0,7,,,0.05,3
5,SFM01-2-2-3_111.jpg,0,7,,,0.05,5
6,SFM01-2-2-3_111.jpg,0,7,,,0.05,8
7,SFM01-2-2-3_111.jpg,0,7,,,0.05,10
8,SFM01-2-2-3_111.jpg,0,7,,,0.1,3
9,SFM01-2-2-3_111.jpg,0,7,,,0.1,5
10,SFM01-2-2-3_111.jpg,0,7,,,0.1,8
11,SFM01-2-2-3_111.jpg,0,7,,,0.1,10
12,SFM01-2-2-3_111.jpg,0,7,,,0.2,3
13,SFM01-2-2-3_111.jpg,0,7,,,0.2,5
14,SFM01-2-2-3_111.jpg,0,7,,,0.2,8
15,SFM01-2-2-3_111.jpg,0,7,,,0.2,10
16,SFM01-2-2-3_111.jpg,0,7,,,0.3,3
17,SFM01-2-2-3_111.jpg,0,7,,,0.3,5
18,SFM01-2-2-3_111.jpg,0,7,,,0.3,8
19,SFM01-2-2-3_111.jpg,0,7,,,0.3,10
20,SFM01-2-2-3_111.jpg,0,7,,,0.4,3
21,SFM01-2-2-3_111.jpg,0,7,,,0.4,5
22,SFM01-2-2-3_111.jpg,0,7,,,0.4,8
23,SFM01-2-2-3_111.jpg,0,7,,,0.4,10
24,SFM01-2-2-3_111.jpg,0,7,,,0.5,3
25,SFM01-2-2-3_111.jpg,0,7,,,0.5,5
26,SFM01-2-2-3_111.jpg,0,7,,,0.5,8
27,SFM01-2-2-3_111.jpg,0,7,,,0.5,10
0,SFM01-2-2-3_123.jpg,0,11,,,0.01,3
1,SFM01-2-2-3_123.jpg,0,11,,,0.01,5
2,SFM01-2-2-3_123.jpg,0,11,,,0.01,8
3,SFM01-2-2-3_123.jpg,0,11,,,0.01,10
4,SFM01-2-2-3_123.jpg,0,11,,,0.05,3
5,SFM01-2-2-3_123.jpg,0,11,,,0.05,5
6,SFM01-2-2-3_123.jpg,0,11,,,0.05,8
7,SFM01-2-2-3_123.jpg,0,11,,,0.05,10
8,SFM01-2-2-3_123.jpg,1,7,,,0.1,3
9,SFM01-2-2-3_123.jpg,0,11,,,0.1,5
10,SFM01-2-2-3_123.jpg,0,11,,,0.1,8
11,SFM01-2-2-3_123.jpg,0,11,,,0.1,10
12,SFM01-2-2-3_123.jpg,1,7,,,0.2,3
13,SFM01-2-2-3_123.jpg,0,11,,,0.2,5
14,SFM01-2-2-3_123.jpg,0,11,,,0.2,8
15,SFM01-2-2-3_123.jpg,0,11,,,0.2,10
16,SFM01-2-2-3_123.jpg,1,7,,,0.3,3
17,SFM01-2-2-3_123.jpg,0,11,,,0.3,5
18,SFM01-2-2-3_123.jpg,0,11,,,0.3,8
19,SFM01-2-2-3_123.jpg,0,11,,,0.3,10
20,SFM01-2-2-3_123.jpg,1,7,,,0.4,3
21,SFM01-2-2-3_123.jpg,0,11,,,0.4,5
22,SFM01-2-2-3_123.jpg,0,11,,,0.4,8
23,SFM01-2-2-3_123.jpg,0,11,,,0.4,10
24,SFM01-2-2-3_123.jpg,1,7,,,0.5,3
25,SFM01-2-2-3_123.jpg,0,11,,,0.5,5
26,SFM01-2-2-3_123.jpg,0,11,,,0.5,8
27,SFM01-2-2-3_123.jpg,0,11,,,0.5,10
0,SFM01-2-2-3_124.jpg,0,10,,,0.01,3
1,SFM01-2-2-3_124.jpg,0,10,,,0.01,5
2,SFM01-2-2-3_124.jpg,0,10,,,0.01,8
3,SFM01-2-2-3_124.jpg,0,10,,,0.01,10
4,SFM01-2-2-3_124.jpg,0,10,,,0.05,3
5,SFM01-2-2-3_124.jpg,0,10,,,0.05,5
6,SFM01-2-2-3_124.jpg,0,10,,,0.05,8
7,SFM01-2-2-3_124.jpg,0,10,,,0.05,10
8,SFM01-2-2-3_124.jpg,0,10,,,0.1,3
9,SFM01-2-2-3_124.jpg,0,10,,,0.1,5
10,SFM01-2-2-3_124.jpg,0,10,,,0.1,8
11,SFM01-2-2-3_124.jpg,0,10,,,0.1,10
12,SFM01-2-2-3_124.jpg,0,10,,,0.2,3
13,SFM01-2-2-3_124.jpg,0,10,,,0.2,5
14,SFM01-2-2-3_124.jpg,0,10,,,0.2,8
15,SFM01-2-2-3_124.jpg,0,10,,,0.2,10
16,SFM01-2-2-3_124.jpg,0,10,,,0.3,3
17,SFM01-2-2-3_124.jpg,0,10,,,0.3,5
18,SFM01-2-2-3_124.jpg,0,10,,,0.3,8
19,SFM01-2-2-3_124.jpg,0,10,,,0.3,10
20,SFM01-2-2-3_124.jpg,0,10,,,0.4,3
21,SFM01-2-2-3_124.jpg,0,10,,,0.4,5
22,SFM01-2-2-3_124.jpg,0,10,,,0.4,8
23,SFM01-2-2-3_124.jpg,0,10,,,0.4,10
24,SFM01-2-2-3_124.jpg,0,10,,,0.5,3
25,SFM01-2-2-3_124.jpg,0,10,,,0.5,5
26,SFM01-2-2-3_124.jpg,0,10,,,0.5,8
27,SFM01-2-2-3_124.jpg,0,10,,,0.5,10
0,SFM01-2-2-3_132.jpg,0,11,,,0.01,3
1,SFM01-2-2-3_132.jpg,0,11,,,0.01,5
2,SFM01-2-2-3_132.jpg,0,11,,,0.01,8
3,SFM01-2-2-3_132.jpg,0,11,,,0.01,10
4,SFM01-2-2-3_132.jpg,1,8,,,0.05,3
5,SFM01-2-2-3_132.jpg,0,11,,,0.05,5
6,SFM01-2-2-3_132.jpg,0,11,,,0.05,8
7,SFM01-2-2-3_132.jpg,0,11,,,0.05,10
8,SFM01-2-2-3_132.jpg,2,5,-0.08429015524468257,,0.1,3
9,SFM01-2-2-3_132.jpg,0,11,,,0.1,5
10,SFM01-2-2-3_132.jpg,0,11,,,0.1,8
11,SFM01-2-2-3_132.jpg,0,11,,,0.1,10
12,SFM01-2-2-3_132.jpg,1,1,,,0.2,3
13,SFM01-2-2-3_132.jpg,1,3,,,0.2,5
14,SFM01-2-2-3_132.jpg,0,11,,,0.2,8
15,SFM01-2-2-3_132.jpg,0,11,,,0.2,10
16,SFM01-2-2-3_132.jpg,1,1,,,0.3,3
17,SFM01-2-2-3_132.jpg,1,1,,,0.3,5
18,SFM01-2-2-3_132.jpg,1,2,,,0.3,8
19,SFM01-2-2-3_132.jpg,0,11,,,0.3,10
20,SFM01-2-2-3_132.jpg,1,1,,,0.4,3
21,SFM01-2-2-3_132.jpg,1,1,,,0.4,5
22,SFM01-2-2-3_132.jpg,1,1,,,0.4,8
23,SFM01-2-2-3_132.jpg,1,1,,,0.4,10
24,SFM01-2-2-3_132.jpg,1,1,,,0.5,3
25,SFM01-2-2-3_132.jpg,1,1,,,0.5,5
26,SFM01-2-2-3_132.jpg,1,1,,,0.5,8
27,SFM01-2-2-3_132.jpg,1,1,,,0.5,10
0,SFM01-2-2-3_136.jpg,0,14,,,0.01,3
1,SFM01-2-2-3_136.jpg,0,14,,,0.01,5
2,SFM01-2-2-3_136.jpg,0,14,,,0.01,8
3,SFM01-2-2-3_136.jpg,0,14,,,0.01,10
4,SFM01-2-2-3_136.jpg,0,14,,,0.05,3
5,SFM01-2-2-3_136.jpg,0,14,,,0.05,5
6,SFM01-2-2-3_136.jpg,0,14,,,0.05,8
7,SFM01-2-2-3_136.jpg,0,14,,,0.05,10
8,SFM01-2-2-3_136.jpg,2,5,0.37090555154775157,,0.1,3
9,SFM01-2-2-3_136.jpg,0,14,,,0.1,5
10,SFM01-2-2-3_136.jpg,0,14,,,0.1,8
11,SFM01-2-2-3_136.jpg,0,14,,,0.1,10
12,SFM01-2-2-3_136.jpg,2,5,0.37090555154775157,,0.2,3
13,SFM01-2-2-3_136.jpg,1,9,,,0.2,5
14,SFM01-2-2-3_136.jpg,0,14,,,0.2,8
15,SFM01-2-2-3_136.jpg,0,14,,,0.2,10
16,SFM01-2-2-3_136.jpg,1,5,,,0.3,3
17,SFM01-2-2-3_136.jpg,1,5,,,0.3,5
18,SFM01-2-2-3_136.jpg,0,14,,,0.3,8
19,SFM01-2-2-3_136.jpg,0,14,,,0.3,10
20,SFM01-2-2-3_136.jpg,1,5,,,0.4,3
21,SFM01-2-2-3_136.jpg,1,5,,,0.4,5
22,SFM01-2-2-3_136.jpg,1,5,,,0.4,8
23,SFM01-2-2-3_136.jpg,0,14,,,0.4,10
24,SFM01-2-2-3_136.jpg,1,4,,,0.5,3
25,SFM01-2-2-3_136.jpg,1,4,,,0.5,5
26,SFM01-2-2-3_136.jpg,1,4,,,0.5,8
27,SFM01-2-2-3_136.jpg,1,4,,,0.5,10
0,SFM01-2-2-3_137.jpg,0,56,,,0.01,3
1,SFM01-2-2-3_137.jpg,0,56,,,0.01,5
2,SFM01-2-2-3_137.jpg,0,56,,,0.01,8
3,SFM01-2-2-3_137.jpg,0,56,,,0.01,10
4,SFM01-2-2-3_137.jpg,4,26,0.27419008328510763,,0.05,3
5,SFM01-2-2-3_137.jpg,3,30,0.4058603887784127,,0.05,5
6,SFM01-2-2-3_137.jpg,2,36,0.3273552743832863,,0.05,8
7,SFM01-2-2-3_137.jpg,0,56,,,0.05,10
8,SFM01-2-2-3_137.jpg,7,11,0.5615048077154087,,0.1,3
9,SFM01-2-2-3_137.jpg,3,26,0.565433061704948,,0.1,5
10,SFM01-2-2-3_137.jpg,2,32,0.4861925052982811,,0.1,8
11,SFM01-2-2-3_137.jpg,2,32,0.4861925052982811,,0.1,10
12,SFM01-2-2-3_137.jpg,7,5,0.7449064867953673,,0.2,3
13,SFM01-2-2-3_137.jpg,4,15,0.5723707700380549,,0.2,5
14,SFM01-2-2-3_137.jpg,3,21,0.4830519426020841,,0.2,8
15,SFM01-2-2-3_137.jpg,3,21,0.4830519426020841,,0.2,10
16,SFM01-2-2-3_137.jpg,6,5,0.7601743600159107,,0.3,3
17,SFM01-2-2-3_137.jpg,4,15,0.5723707700380549,,0.3,5
18,SFM01-2-2-3_137.jpg,3,21,0.4830519426020841,,0.3,8
19,SFM01-2-2-3_137.jpg,3,21,0.4830519426020841,,0.3,10
20,SFM01-2-2-3_137.jpg,6,4,0.7827174348465756,,0.4,3
21,SFM01-2-2-3_137.jpg,5,8,0.6933536332383048,,0.4,5
22,SFM01-2-2-3_137.jpg,3,21,0.4830519426020841,,0.4,8
23,SFM01-2-2-3_137.jpg,3,21,0.4830519426020841,,0.4,10
24,SFM01-2-2-3_137.jpg,5,4,0.7894091143026897,,0.5,3
25,SFM01-2-2-3_137.jpg,5,4,0.7894091143026897,,0.5,5
26,SFM01-2-2-3_137.jpg,3,17,0.6208918502935505,,0.5,8
27,SFM01-2-2-3_137.jpg,3,17,0.6208918502935505,,0.5,10
0,SFM01-2-2-3_149.jpg,0,15,,,0.01,3
1,SFM01-2-2-3_149.jpg,0,15,,,0.01,5
2,SFM01-2-2-3_149.jpg,0,15,,,0.01,8
3,SFM01-2-2-3_149.jpg,0,15,,,0.01,10
4,SFM01-2-2-3_149.jpg,2,6,0.003275265715088523,,0.05,3
5,SFM01-2-2-3_149.jpg,1,9,,,0.05,5
6,SFM01-2-2-3_149.jpg,0,15,,,0.05,8
7,SFM01-2-2-3_149.jpg,0,15,,,0.05,10
8,SFM01-2-2-3_149.jpg,1,2,,,0.1,3
9,SFM01-2-2-3_149.jpg,1,3,,,0.1,5
10,SFM01-2-2-3_149.jpg,1,5,,,0.1,8
11,SFM01-2-2-3_149.jpg,0,15,,,0.1,10
12,SFM01-2-2-3_149.jpg,1,1,,,0.2,3
13,SFM01-2-2-3_149.jpg,1,1,,,0.2,5
14,SFM01-2-2-3_149.jpg,1,1,,,0.2,8
15,SFM01-2-2-3_149.jpg,1,1,,,0.2,10
16,SFM01-2-2-3_149.jpg,1,1,,,0.3,3
17,SFM01-2-2-3_149.jpg,1,1,,,0.3,5
18,SFM01-2-2-3_149.jpg,1,1,,,0.3,8
19,SFM01-2-2-3_149.jpg,1,1,,,0.3,10
20,SFM01-2-2-3_149.jpg,1,1,,,0.4,3
21,SFM01-2-2-3_149.jpg,1,1,,,0.4,5
22,SFM01-2-2-3_149.jpg,1,1,,,0.4,8
23,SFM01-2-2-3_149.jpg,1,1,,,0.4,10
24,SFM01-2-2-3_149.jpg,1,1,,,0.5,3
25,SFM01-2-2-3_149.jpg,1,1,,,0.5,5
26,SFM01-2-2-3_149.jpg,1,1,,,0.5,8
27,SFM01-2-2-3_149.jpg,1,1,,,0.5,10
0,SFM01-2-2-3_152.jpg,0,25,,,0.01,3
1,SFM01-2-2-3_152.jpg,0,25,,,0.01,5
2,SFM01-2-2-3_152.jpg,0,25,,,0.01,8
3,SFM01-2-2-3_152.jpg,0,25,,,0.01,10
4,SFM01-2-2-3_152.jpg,0,25,,,0.05,3
5,SFM01-2-2-3_152.jpg,0,25,,,0.05,5
6,SFM01-2-2-3_152.jpg,0,25,,,0.05,8
7,SFM01-2-2-3_152.jpg,0,25,,,0.05,10
8,SFM01-2-2-3_152.jpg,2,19,-0.1203097716395386,,0.1,3
9,SFM01-2-2-3_152.jpg,0,25,,,0.1,5
10,SFM01-2-2-3_152.jpg,0,25,,,0.1,8
11,SFM01-2-2-3_152.jpg,0,25,,,0.1,10
12,SFM01-2-2-3_152.jpg,4,11,0.23384505349840165,,0.2,3
13,SFM01-2-2-3_152.jpg,0,25,,,0.2,5
14,SFM01-2-2-3_152.jpg,0,25,,,0.2,8
15,SFM01-2-2-3_152.jpg,0,25,,,0.2,10
16,SFM01-2-2-3_152.jpg,4,3,0.4378801603088918,,0.3,3
17,SFM01-2-2-3_152.jpg,2,15,0.1761500406804044,,0.3,5
18,SFM01-2-2-3_152.jpg,0,25,,,0.3,8
19,SFM01-2-2-3_152.jpg,0,25,,,0.3,10
20,SFM01-2-2-3_152.jpg,3,2,0.48232639687220585,,0.4,3
21,SFM01-2-2-3_152.jpg,3,7,0.31966147978802373,,0.4,5
22,SFM01-2-2-3_152.jpg,1,17,,,0.4,8
23,SFM01-2-2-3_152.jpg,0,25,,,0.4,10
24,SFM01-2-2-3_152.jpg,3,1,0.5302653570992338,,0.5,3
25,SFM01-2-2-3_152.jpg,3,3,0.43634712001407655,,0.5,5
26,SFM01-2-2-3_152.jpg,1,17,,,0.5,8
27,SFM01-2-2-3_152.jpg,0,25,,,0.5,10
0,SFM01-2-2-3_175.jpg,0,9,,,0.01,3
1,SFM01-2-2-3_175.jpg,0,9,,,0.01,5
2,SFM01-2-2-3_175.jpg,0,9,,,0.01,8
3,SFM01-2-2-3_175.jpg,0,9,,,0.01,10
4,SFM01-2-2-3_175.jpg,0,9,,,0.05,3
5,SFM01-2-2-3_175.jpg,0,9,,,0.05,5
6,SFM01-2-2-3_175.jpg,0,9,,,0.05,8
7,SFM01-2-2-3_175.jpg,0,9,,,0.05,10
8,SFM01-2-2-3_175.jpg,1,6,,,0.1,3
9,SFM01-2-2-3_175.jpg,0,9,,,0.1,5
10,SFM01-2-2-3_175.jpg,0,9,,,0.1,8
11,SFM01-2-2-3_175.jpg,0,9,,,0.1,10
12,SFM01-2-2-3_175.jpg,1,3,,,0.2,3
13,SFM01-2-2-3_175.jpg,1,4,,,0.2,5
14,SFM01-2-2-3_175.jpg,0,9,,,0.2,8
15,SFM01-2-2-3_175.jpg,0,9,,,0.2,10
16,SFM01-2-2-3_175.jpg,1,1,,,0.3,3
17,SFM01-2-2-3_175.jpg,1,1,,,0.3,5
18,SFM01-2-2-3_175.jpg,0,9,,,0.3,8
19,SFM01-2-2-3_175.jpg,0,9,,,0.3,10
20,SFM01-2-2-3_175.jpg,1,1,,,0.4,3
21,SFM01-2-2-3_175.jpg,1,1,,,0.4,5
22,SFM01-2-2-3_175.jpg,0,9,,,0.4,8
23,SFM01-2-2-3_175.jpg,0,9,,,0.4,10
24,SFM01-2-2-3_175.jpg,1,1,,,0.5,3
25,SFM01-2-2-3_175.jpg,1,1,,,0.5,5
26,SFM01-2-2-3_175.jpg,0,9,,,0.5,8
27,SFM01-2-2-3_175.jpg,0,9,,,0.5,10
0,SFM01-2-2-3_184.jpg,2,38,-0.18750930140424316,,0.01,3
1,SFM01-2-2-3_184.jpg,0,44,,,0.01,5
2,SFM01-2-2-3_184.jpg,0,44,,,0.01,8
3,SFM01-2-2-3_184.jpg,0,44,,,0.01,10
4,SFM01-2-2-3_184.jpg,4,13,0.518301023757036,,0.05,3
5,SFM01-2-2-3_184.jpg,2,21,0.536146818135818,,0.05,5
6,SFM01-2-2-3_184.jpg,2,21,0.536146818135818,,0.05,8
7,SFM01-2-2-3_184.jpg,1,29,,,0.05,10
8,SFM01-2-2-3_184.jpg,5,8,0.7099091436677182,,0.1,3
9,SFM01-2-2-3_184.jpg,3,14,0.5698803377268981,,0.1,5
10,SFM01-2-2-3_184.jpg,2,21,0.536146818135818,,0.1,8
11,SFM01-2-2-3_184.jpg,1,29,,,0.1,10
12,SFM01-2-2-3_184.jpg,5,7,0.749076718353674,,0.2,3
13,SFM01-2-2-3_184.jpg,3,14,0.5698803377268981,,0.2,5
14,SFM01-2-2-3_184.jpg,2,21,0.536146818135818,,0.2,8
15,SFM01-2-2-3_184.jpg,1,29,,,0.2,10
16,SFM01-2-2-3_184.jpg,5,6,0.7964938157730418,,0.3,3
17,SFM01-2-2-3_184.jpg,3,13,0.6038238436023847,,0.3,5
18,SFM01-2-2-3_184.jpg,2,20,0.5723520486195285,,0.3,8
19,SFM01-2-2-3_184.jpg,1,28,,,0.3,10
20,SFM01-2-2-3_184.jpg,5,6,0.7964938157730418,,0.4,3
21,SFM01-2-2-3_184.jpg,3,13,0.6038238436023847,,0.4,5
22,SFM01-2-2-3_184.jpg,2,20,0.5723520486195285,,0.4,8
23,SFM01-2-2-3_184.jpg,1,28,,,0.4,10
24,SFM01-2-2-3_184.jpg,5,6,0.7964938157730418,,0.5,3
25,SFM01-2-2-3_184.jpg,3,13,0.6038238436023847,,0.5,5
26,SFM01-2-2-3_184.jpg,2,20,0.5723520486195285,,0.5,8
27,SFM01-2-2-3_184.jpg,1,28,,,0.5,10
0,SFM01-2-2-3_191.jpg,0,54,,,0.01,3
1,SFM01-2-2-3_191.jpg,0,54,,,0.01,5
2,SFM01-2-2-3_191.jpg,0,54,,,0.01,8
3,SFM01-2-2-3_191.jpg,0,54,,,0.01,10
4,SFM01-2-2-3_191.jpg,5,30,0.07157113928042423,,0.05,3
5,SFM01-2-2-3_191.jpg,2,43,-0.1236256821812112,,0.05,5
6,SFM01-2-2-3_191.jpg,0,54,,,0.05,8
7,SFM01-2-2-3_191.jpg,0,54,,,0.05,10
8,SFM01-2-2-3_191.jpg,6,12,0.5261866650120728,,0.1,3
9,SFM01-2-2-3_191.jpg,5,16,0.4818309023246893,,0.1,5
10,SFM01-2-2-3_191.jpg,2,37,0.07213734004281623,,0.1,8
11,SFM01-2-2-3_191.jpg,0,54,,,0.1,10
12,SFM01-2-2-3_191.jpg,6,10,0.5880651948745799,,0.2,3
13,SFM01-2-2-3_191.jpg,6,10,0.5880651948745799,,0.2,5
14,SFM01-2-2-3_191.jpg,3,29,0.18073528545671746,,0.2,8
15,SFM01-2-2-3_191.jpg,0,54,,,0.2,10
16,SFM01-2-2-3_191.jpg,4,9,0.3097482770557004,,0.3,3
17,SFM01-2-2-3_191.jpg,4,9,0.3097482770557004,,0.3,5
18,SFM01-2-2-3_191.jpg,2,21,0.11982288577078665,,0.3,8
19,SFM01-2-2-3_191.jpg,1,43,,,0.3,10
20,SFM01-2-2-3_191.jpg,3,8,0.5038899510964205,,0.4,3
21,SFM01-2-2-3_191.jpg,3,8,0.5038899510964205,,0.4,5
22,SFM01-2-2-3_191.jpg,1,21,,,0.4,8
23,SFM01-2-2-3_191.jpg,1,21,,,0.4,10
24,SFM01-2-2-3_191.jpg,3,7,0.5143157930938753,,0.5,3
25,SFM01-2-2-3_191.jpg,3,7,0.5143157930938753,,0.5,5
26,SFM01-2-2-3_191.jpg,1,20,,,0.5,8
27,SFM01-2-2-3_191.jpg,1,20,,,0.5,10
0,SFM01-2-2-3_193.jpg,0,19,,,0.01,3
1,SFM01-2-2-3_193.jpg,0,19,,,0.01,5
2,SFM01-2-2-3_193.jpg,0,19,,,0.01,8
3,SFM01-2-2-3_193.jpg,0,19,,,0.01,10
