,dbscan_count,dbscan_noise,dbscan_silouette_score,dbscan_BIC_score,image_name,eps,min_samples
13,12,24,0.5540137299764792,-2243.4547839396278,ESCH01-2_128.jpg,0.2,5
14,8,50,0.3921809135191604,-2318.401872586309,ESCH01-2_128.jpg,0.2,8
15,8,56,0.362410102832073,-2329.089008784088,ESCH01-2_128.jpg,0.2,10
16,12,16,0.5508717194677161,-2265.462873861441,ESCH01-2_128.jpg,0.3,3
17,10,23,0.5132918378448287,-2277.6354739132357,ESCH01-2_128.jpg,0.3,5
18,6,47,0.3623472192457416,-2357.7846710177723,ESCH01-2_128.jpg,0.3,8
19,6,47,0.3623472192457416,-2357.7846710177723,ESCH01-2_128.jpg,0.3,10
20,9,13,0.5571555135358544,-2401.3730134901093,ESCH01-2_128.jpg,0.4,3
21,7,19,0.542919387291666,-2396.1374769810145,ESCH01-2_128.jpg,0.4,5
22,5,33,0.482224025641533,-2445.137278506748,ESCH01-2_128.jpg,0.4,8
23,5,33,0.482224025641533,-2445.137278506748,ESCH01-2_128.jpg,0.4,10
24,6,9,0.4848704555867489,-2468.582908347608,ESCH01-2_128.jpg,0.5,3
25,5,15,0.4766780201953338,-2463.080504403544,ESCH01-2_128.jpg,0.5,5
26,5,15,0.4766780201953338,-2463.080504403544,ESCH01-2_128.jpg,0.5,8
27,4,25,0.46274720404393893,-2468.980587457841,ESCH01-2_128.jpg,0.5,10
0,0,30,,,ESCH01-2_152.jpg,0.01,3
1,0,30,,,ESCH01-2_152.jpg,0.01,5
2,0,30,,,ESCH01-2_152.jpg,0.01,8
3,0,30,,,ESCH01-2_152.jpg,0.01,10
4,2,8,0.4934335357746453,-260.1807635058256,ESCH01-2_152.jpg,0.05,3
5,3,9,0.25142140100349947,-272.4271466236814,ESCH01-2_152.jpg,0.05,5
6,0,30,,,ESCH01-2_152.jpg,0.05,8
7,0,30,,,ESCH01-2_152.jpg,0.05,10
8,2,4,0.7114273070333166,-244.71355729530669,ESCH01-2_152.jpg,0.1,3
9,2,4,0.7114273070333166,-244.71355729530669,ESCH01-2_152.jpg,0.1,5
10,2,6,0.6052763432531517,-251.1844406193252,ESCH01-2_152.jpg,0.1,8
11,2,6,0.6052763432531517,-251.1844406193252,ESCH01-2_152.jpg,0.1,10
12,2,3,0.7588869800508867,-247.30924398172525,ESCH01-2_152.jpg,0.2,3
13,2,3,0.7588869800508867,-247.30924398172525,ESCH01-2_152.jpg,0.2,5
14,2,3,0.7588869800508867,-247.30924398172525,ESCH01-2_152.jpg,0.2,8
15,2,3,0.7588869800508867,-247.30924398172525,ESCH01-2_152.jpg,0.2,10
16,2,3,0.7588869800508867,-247.30924398172525,ESCH01-2_152.jpg,0.3,3
17,2,3,0.7588869800508867,-247.30924398172525,ESCH01-2_152.jpg,0.3,5
18,2,3,0.7588869800508867,-247.30924398172525,ESCH01-2_152.jpg,0.3,8
19,2,3,0.7588869800508867,-247.30924398172525,ESCH01-2_152.jpg,0.3,10
20,2,2,0.8019931782696289,-252.99895774337898,ESCH01-2_152.jpg,0.4,3
21,2,2,0.8019931782696289,-252.99895774337898,ESCH01-2_152.jpg,0.4,5
22,2,2,0.8019931782696289,-252.99895774337898,ESCH01-2_152.jpg,0.4,8
23,2,2,0.8019931782696289,-252.99895774337898,ESCH01-2_152.jpg,0.4,10
24,2,2,0.8019931782696289,-252.99895774337898,ESCH01-2_152.jpg,0.5,3
25,2,2,0.8019931782696289,-252.99895774337898,ESCH01-2_152.jpg,0.5,5
26,2,2,0.8019931782696289,-252.99895774337898,ESCH01-2_152.jpg,0.5,8
27,2,2,0.8019931782696289,-252.99895774337898,ESCH01-2_152.jpg,0.5,10
0,0,16,,,ESCH01-2_180.jpg,0.01,3
1,0,16,,,ESCH01-2_180.jpg,0.01,5
2,0,16,,,ESCH01-2_180.jpg,0.01,8
3,0,16,,,ESCH01-2_180.jpg,0.01,10
4,1,10,,,ESCH01-2_180.jpg,0.05,3
5,1,10,,,ESCH01-2_180.jpg,0.05,5
6,0,16,,,ESCH01-2_180.jpg,0.05,8
7,0,16,,,ESCH01-2_180.jpg,0.05,10
8,1,6,,,ESCH01-2_180.jpg,0.1,3
9,1,8,,,ESCH01-2_180.jpg,0.1,5
10,0,16,,,ESCH01-2_180.jpg,0.1,8
11,0,16,,,ESCH01-2_180.jpg,0.1,10
12,2,3,0.6404584402409376,-120.46629499952147,ESCH01-2_180.jpg,0.2,3
13,1,6,,,ESCH01-2_180.jpg,0.2,5
14,1,6,,,ESCH01-2_180.jpg,0.2,8
15,1,6,,,ESCH01-2_180.jpg,0.2,10
16,2,0,0.9594807425452557,-124.83305307125212,ESCH01-2_180.jpg,0.3,3
17,1,3,,,ESCH01-2_180.jpg,0.3,5
18,1,4,,,ESCH01-2_180.jpg,0.3,8
19,1,4,,,ESCH01-2_180.jpg,0.3,10
20,2,0,0.9594807425452557,-124.83305307125212,ESCH01-2_180.jpg,0.4,3
21,1,3,,,ESCH01-2_180.jpg,0.4,5
22,1,3,,,ESCH01-2_180.jpg,0.4,8
23,1,3,,,ESCH01-2_180.jpg,0.4,10
24,2,0,0.9594807425452557,-124.83305307125212,ESCH01-2_180.jpg,0.5,3
25,1,3,,,ESCH01-2_180.jpg,0.5,5
26,1,3,,,ESCH01-2_180.jpg,0.5,8
27,1,3,,,ESCH01-2_180.jpg,0.5,10
0,0,8,,,ESCH01-2_181.jpg,0.01,3
1,0,8,,,ESCH01-2_181.jpg,0.01,5
2,0,8,,,ESCH01-2_181.jpg,0.01,8
3,0,8,,,ESCH01-2_181.jpg,0.01,10
4,0,8,,,ESCH01-2_181.jpg,0.05,3
5,0,8,,,ESCH01-2_181.jpg,0.05,5
6,0,8,,,ESCH01-2_181.jpg,0.05,8
7,0,8,,,ESCH01-2_181.jpg,0.05,10
8,0,8,,,ESCH01-2_181.jpg,0.1,3
9,0,8,,,ESCH01-2_181.jpg,0.1,5
10,0,8,,,ESCH01-2_181.jpg,0.1,8
11,0,8,,,ESCH01-2_181.jpg,0.1,10
12,0,8,,,ESCH01-2_181.jpg,0.2,3
13,0,8,,,ESCH01-2_181.jpg,0.2,5
14,0,8,,,ESCH01-2_181.jpg,0.2,8
15,0,8,,,ESCH01-2_181.jpg,0.2,10
16,1,4,,,ESCH01-2_181.jpg,0.3,3
17,0,8,,,ESCH01-2_181.jpg,0.3,5
18,0,8,,,ESCH01-2_181.jpg,0.3,8
19,0,8,,,ESCH01-2_181.jpg,0.3,10
20,1,4,,,ESCH01-2_181.jpg,0.4,3
21,0,8,,,ESCH01-2_181.jpg,0.4,5
22,0,8,,,ESCH01-2_181.jpg,0.4,8
23,0,8,,,ESCH01-2_181.jpg,0.4,10
24,1,3,,,ESCH01-2_181.jpg,0.5,3
25,1,3,,,ESCH01-2_181.jpg,0.5,5
26,0,8,,,ESCH01-2_181.jpg,0.5,8
27,0,8,,,ESCH01-2_181.jpg,0.5,10
0,17,140,-0.3819408846971608,-2429.271580507243,ESCH01-2_370.jpg,0.01,3
1,3,189,-0.5397055238424658,-2628.5609112048624,ESCH01-2_370.jpg,0.01,5
2,0,204,,,ESCH01-2_370.jpg,0.01,8
3,0,204,,,ESCH01-2_370.jpg,0.01,10
4,12,26,0.6511986506963138,-1969.6777802683707,ESCH01-2_370.jpg,0.05,3
5,11,29,0.6345632798237428,-1987.0435465235091,ESCH01-2_370.jpg,0.05,5
6,10,40,0.5497203602286089,-2035.4548178954988,ESCH01-2_370.jpg,0.05,8
7,9,51,0.5233200602242463,-2077.4696354383123,ESCH01-2_370.jpg,0.05,10
8,12,16,0.7322127922459383,-1949.7335104151498,ESCH01-2_370.jpg,0.1,3
9,11,19,0.7144162746794259,-1953.8944276503667,ESCH01-2_370.jpg,0.1,5
10,11,19,0.7144162746794259,-1953.8944276503667,ESCH01-2_370.jpg,0.1,8
11,11,19,0.7144162746794259,-1953.8944276503667,ESCH01-2_370.jpg,0.1,10
12,8,13,0.7308556349664228,-2152.5807121318126,ESCH01-2_370.jpg,0.2,3
13,7,16,0.7134166205755953,-2157.180712046074,ESCH01-2_370.jpg,0.2,5
14,7,16,0.7134166205755953,-2157.180712046074,ESCH01-2_370.jpg,0.2,8
15,7,16,0.7134166205755953,-2157.180712046074,ESCH01-2_370.jpg,0.2,10
16,8,10,0.7460460387842645,-2194.6166981164574,ESCH01-2_370.jpg,0.3,3
17,6,16,0.7114959632927405,-2199.2111221074438,ESCH01-2_370.jpg,0.3,5
18,6,16,0.7114959632927405,-2199.2111221074438,ESCH01-2_370.jpg,0.3,8
19,6,16,0.7114959632927405,-2199.2111221074438,ESCH01-2_370.jpg,0.3,10
20,8,9,0.748011777080372,-2237.0819374067164,ESCH01-2_370.jpg,0.4,3
21,6,15,0.7167435027671993,-2242.800554667816,ESCH01-2_370.jpg,0.4,5
22,6,15,0.7167435027671993,-2242.800554667816,ESCH01-2_370.jpg,0.4,8
23,6,15,0.7167435027671993,-2242.800554667816,ESCH01-2_370.jpg,0.4,10
24,7,6,0.7493885867628275,-2269.762083836157,ESCH01-2_370.jpg,0.5,3
25,6,9,0.7388199458455047,-2270.821438447817,ESCH01-2_370.jpg,0.5,5
26,6,11,0.7319186874559174,-2263.75398617478,ESCH01-2_370.jpg,0.5,8
27,6,11,0.7319186874559174,-2263.75398617478,ESCH01-2_370.jpg,0.5,10
0,0,26,,,ESCH01-3_185.jpg,0.01,3
1,0,26,,,ESCH01-3_185.jpg,0.01,5
2,0,26,,,ESCH01-3_185.jpg,0.01,8
3,0,26,,,ESCH01-3_185.jpg,0.01,10
4,3,11,0.009448215438053452,-249.2533829654739,ESCH01-3_185.jpg,0.05,3
5,1,17,,,ESCH01-3_185.jpg,0.05,5
6,1,17,,,ESCH01-3_185.jpg,0.05,8
7,0,26,,,ESCH01-3_185.jpg,0.05,10
8,2,10,0.42350856007066895,-244.551995902074,ESCH01-3_185.jpg,0.1,3
9,1,13,,,ESCH01-3_185.jpg,0.1,5
10,1,13,,,ESCH01-3_185.jpg,0.1,8
11,1,14,,,ESCH01-3_185.jpg,0.1,10
12,2,8,0.5723372259263528,-232.13433447072245,ESCH01-3_185.jpg,0.2,3
13,1,11,,,ESCH01-3_185.jpg,0.2,5
14,1,11,,,ESCH01-3_185.jpg,0.2,8
15,1,11,,,ESCH01-3_185.jpg,0.2,10
16,2,8,0.5723372259263528,-232.13433447072245,ESCH01-3_185.jpg,0.3,3
17,1,11,,,ESCH01-3_185.jpg,0.3,5
18,1,11,,,ESCH01-3_185.jpg,0.3,8
19,1,11,,,ESCH01-3_185.jpg,0.3,10
20,3,5,0.6592791813722019,-226.99901382906916,ESCH01-3_185.jpg,0.4,3
21,1,11,,,ESCH01-3_185.jpg,0.4,5
22,1,11,,,ESCH01-3_185.jpg,0.4,8
23,1,11,,,ESCH01-3_185.jpg,0.4,10
24,3,5,0.6592791813722019,-226.99901382906916,ESCH01-3_185.jpg,0.5,3
25,1,11,,,ESCH01-3_185.jpg,0.5,5
26,1,11,,,ESCH01-3_185.jpg,0.5,8
27,1,11,,,ESCH01-3_185.jpg,0.5,10
0,0,26,,,ESCH01-3_293.jpg,0.01,3
1,0,26,,,ESCH01-3_293.jpg,0.01,5
2,0,26,,,ESCH01-3_293.jpg,0.01,8
3,0,26,,,ESCH01-3_293.jpg,0.01,10
4,2,11,0.08876217017895983,-251.06169066798765,ESCH01-3_293.jpg,0.05,3
5,1,15,,,ESCH01-3_293.jpg,0.05,5
6,1,15,,,ESCH01-3_293.jpg,0.05,8
7,1,16,,,ESCH01-3_293.jpg,0.05,10
8,1,10,,,ESCH01-3_293.jpg,0.1,3
9,1,10,,,ESCH01-3_293.jpg,0.1,5
10,1,10,,,ESCH01-3_293.jpg,0.1,8
11,1,10,,,ESCH01-3_293.jpg,0.1,10
12,2,4,0.7027102078721312,-242.12453916636414,ESCH01-3_293.jpg,0.2,3
13,1,8,,,ESCH01-3_293.jpg,0.2,5
14,1,8,,,ESCH01-3_293.jpg,0.2,8
15,1,8,,,ESCH01-3_293.jpg,0.2,10
16,2,3,0.7627863148547701,-239.38359452132073,ESCH01-3_293.jpg,0.3,3
17,1,7,,,ESCH01-3_293.jpg,0.3,5
18,1,7,,,ESCH01-3_293.jpg,0.3,8
19,1,7,,,ESCH01-3_293.jpg,0.3,10
20,2,3,0.7627863148547701,-239.38359452132073,ESCH01-3_293.jpg,0.4,3
21,1,7,,,ESCH01-3_293.jpg,0.4,5
22,1,7,,,ESCH01-3_293.jpg,0.4,8
23,1,7,,,ESCH01-3_293.jpg,0.4,10
24,2,3,0.7627863148547701,-239.38359452132073,ESCH01-3_293.jpg,0.5,3
25,1,7,,,ESCH01-3_293.jpg,0.5,5
26,1,7,,,ESCH01-3_293.jpg,0.5,8
27,1,7,,,ESCH01-3_293.jpg,0.5,10
0,0,47,,,ESCH01-3_365.jpg,0.01,3
1,0,47,,,ESCH01-3_365.jpg,0.01,5
2,0,47,,,ESCH01-3_365.jpg,0.01,8
3,0,47,,,ESCH01-3_365.jpg,0.01,10
4,5,22,0.14587569900329003,-486.168969459267,ESCH01-3_365.jpg,0.05,3
5,1,40,,,ESCH01-3_365.jpg,0.05,5
6,0,47,,,ESCH01-3_365.jpg,0.05,8
7,0,47,,,ESCH01-3_365.jpg,0.05,10
8,6,8,0.6086858857062537,-434.1882623908034,ESCH01-3_365.jpg,0.1,3
9,4,15,0.4255036214049386,-472.8051851635008,ESCH01-3_365.jpg,0.1,5
10,2,29,0.07857675646126694,-517.1104664590778,ESCH01-3_365.jpg,0.1,8
11,0,47,,,ESCH01-3_365.jpg,0.1,10
12,6,5,0.7048178674364004,-435.4781472900202,ESCH01-3_365.jpg,0.2,3
13,4,13,0.48844674833811424,-469.4453414022984,ESCH01-3_365.jpg,0.2,5
14,3,18,0.3586184214988596,-489.25616256912076,ESCH01-3_365.jpg,0.2,8
15,2,26,0.1634866367458494,-511.4198328589151,ESCH01-3_365.jpg,0.2,10
16,5,4,0.7334915157390745,-462.86730035752936,ESCH01-3_365.jpg,0.3,3
17,4,8,0.665871448584392,-483.10929859356355,ESCH01-3_365.jpg,0.3,5
18,2,18,0.3854271222635245,-513.674161599727,ESCH01-3_365.jpg,0.3,8
19,1,26,,,ESCH01-3_365.jpg,0.3,10
20,5,4,0.7334915157390745,-462.86730035752936,ESCH01-3_365.jpg,0.4,3
21,4,8,0.665871448584392,-483.10929859356355,ESCH01-3_365.jpg,0.4,5
22,2,18,0.3854271222635245,-513.674161599727,ESCH01-3_365.jpg,0.4,8
23,1,26,,,ESCH01-3_365.jpg,0.4,10
24,4,3,0.6089705722333384,-504.8227504102186,ESCH01-3_365.jpg,0.5,3
25,3,7,0.5562357830379557,-525.6067605444721,ESCH01-3_365.jpg,0.5,5
26,1,17,,,ESCH01-3_365.jpg,0.5,8
27,1,20,,,ESCH01-3_365.jpg,0.5,10
0,4,68,-0.42456676605394444,-1033.9483374276151,ESCH01-3_37.jpg,0.01,3
1,1,80,,,ESCH01-3_37.jpg,0.01,5
2,0,85,,,ESCH01-3_37.jpg,0.01,8
3,0,85,,,ESCH01-3_37.jpg,0.01,10
4,7,24,0.42045593847453283,-867.813400095039,ESCH01-3_37.jpg,0.05,3
5,5,34,0.2737180161762903,-897.0024496668141,ESCH01-3_37.jpg,0.05,5
6,4,39,0.21841678440452045,-912.0213527085521,ESCH01-3_37.jpg,0.05,8
7,2,56,0.232727647277969,-982.2409441129962,ESCH01-3_37.jpg,0.05,10
8,8,9,0.6876165166081752,-826.4000858998783,ESCH01-3_37.jpg,0.1,3
9,6,16,0.5994425256308166,-843.2890325309572,ESCH01-3_37.jpg,0.1,5
10,5,23,0.4699245517027591,-866.8409499886038,ESCH01-3_37.jpg,0.1,8
11,5,23,0.4699245517027591,-866.8409499886038,ESCH01-3_37.jpg,0.1,10
12,6,4,0.8049950507890025,-874.3345543966303,ESCH01-3_37.jpg,0.2,3
13,5,7,0.7660400003058614,-886.1512262700065,ESCH01-3_37.jpg,0.2,5
14,4,13,0.6803885932973371,-899.4089636396233,ESCH01-3_37.jpg,0.2,8
15,4,18,0.5948530585829452,-908.842057836812,ESCH01-3_37.jpg,0.2,10
16,6,3,0.8235205183818535,-894.3724198144769,ESCH01-3_37.jpg,0.3,3
17,5,6,0.7943046198683671,-905.2662528604658,ESCH01-3_37.jpg,0.3,5
18,4,11,0.7213437489716078,-917.3028642177421,ESCH01-3_37.jpg,0.3,8
19,4,11,0.7213437489716078,-917.3028642177421,ESCH01-3_37.jpg,0.3,10
20,6,2,0.8343662904161839,-895.5633264410877,ESCH01-3_37.jpg,0.4,3
21,5,5,0.8215997354262774,-905.6636239216477,ESCH01-3_37.jpg,0.4,5
22,4,11,0.7213437489716078,-917.3028642177421,ESCH01-3_37.jpg,0.4,8
23,4,11,0.7213437489716078,-917.3028642177421,ESCH01-3_37.jpg,0.4,10
24,6,1,0.8525909341274736,,ESCH01-3_37.jpg,0.5,3
25,5,5,0.8215997354262774,-905.6636239216477,ESCH01-3_37.jpg,0.5,5
26,4,11,0.7213437489716078,-917.3028642177421,ESCH01-3_37.jpg,0.5,8
27,4,11,0.7213437489716078,-917.3028642177421,ESCH01-3_37.jpg,0.5,10
0,10,333,-0.5931126135067125,-4790.805835364194,ESCH02-1_112.jpg,0.01,3
1,0,367,,,ESCH02-1_112.jpg,0.01,5
2,0,367,,,ESCH02-1_112.jpg,0.01,8
3,0,367,,,ESCH02-1_112.jpg,0.01,10
4,22,77,0.4747224505650508,-4056.1225991106403,ESCH02-1_112.jpg,0.05,3
5,21,84,0.45508329654008567,-4076.1481161214365,ESCH02-1_112.jpg,0.05,5
6,18,115,0.33265171330171184,-4152.565234864841,ESCH02-1_112.jpg,0.05,8
7,16,140,0.224990336052222,-4261.07723944414,ESCH02-1_112.jpg,0.05,10
8,17,35,0.58205764527937,-4064.876827875378,ESCH02-1_112.jpg,0.1,3
9,18,37,0.600946173874831,-4055.3088955830895,ESCH02-1_112.jpg,0.1,5
10,17,46,0.5689542542692423,-4069.1866255258865,ESCH02-1_112.jpg,0.1,8
11,15,67,0.48562635115192454,-4170.118874765517,ESCH02-1_112.jpg,0.1,10
12,13,16,0.4935336556475594,-4251.197101127907,ESCH02-1_112.jpg,0.2,3
13,12,20,0.48448973416937074,-4254.0905936626505,ESCH02-1_112.jpg,0.2,5
14,11,27,0.4602912506230099,-4279.413552738748,ESCH02-1_112.jpg,0.2,8
15,10,36,0.42126500119115173,-4340.792161481205,ESCH02-1_112.jpg,0.2,10
16,11,8,0.5427185033820564,-4399.747217717844,ESCH02-1_112.jpg,0.3,3
17,10,13,0.526654846142803,-4398.138611299147,ESCH02-1_112.jpg,0.3,5
18,10,13,0.526654846142803,-4398.138611299147,ESCH02-1_112.jpg,0.3,8
19,9,21,0.5033630028497348,-4415.532103626375,ESCH02-1_112.jpg,0.3,10
20,10,6,0.5235818740130037,-4450.024619712225,ESCH02-1_112.jpg,0.4,3
21,9,10,0.5150051756050893,-4444.097888436739,ESCH02-1_112.jpg,0.4,5
22,9,10,0.5150051756050893,-4444.097888436739,ESCH02-1_112.jpg,0.4,8
23,9,17,0.5143950163601553,-4434.785787813738,ESCH02-1_112.jpg,0.4,10
24,8,2,0.5318439305578394,-4498.780313765607,ESCH02-1_112.jpg,0.5,3
25,8,5,0.5296024923175509,-4490.812580172375,ESCH02-1_112.jpg,0.5,5
26,8,5,0.5296024923175509,-4490.812580172375,ESCH02-1_112.jpg,0.5,8
27,9,6,0.5199462392184061,-4451.067276444262,ESCH02-1_112.jpg,0.5,10
0,7,179,-0.6141429787433839,-2765.4310294051056,ESCH02-1_141.jpg,0.01,3
1,1,206,,,ESCH02-1_141.jpg,0.01,5
2,0,212,,,ESCH02-1_141.jpg,0.01,8
3,0,212,,,ESCH02-1_141.jpg,0.01,10
4,12,33,0.486874533484026,-2294.5985712281804,ESCH02-1_141.jpg,0.05,3
5,8,66,0.2767483466970927,-2380.705076382249,ESCH02-1_141.jpg,0.05,5
6,8,72,0.2383761753045576,-2397.074835812604,ESCH02-1_141.jpg,0.05,8
7,9,78,0.17772699605928222,-2404.629397634936,ESCH02-1_141.jpg,0.05,10
8,9,13,0.615786162113002,-2229.662631224486,ESCH02-1_141.jpg,0.1,3
9,10,13,0.620134544702278,-2234.682899197074,ESCH02-1_141.jpg,0.1,5
10,9,20,0.573055475550276,-2257.5414056218688,ESCH02-1_141.jpg,0.1,8
11,8,29,0.5329919576389031,-2276.4890882950513,ESCH02-1_141.jpg,0.1,10
12,7,7,0.693655303137723,-2258.4628283475104,ESCH02-1_141.jpg,0.2,3
13,7,7,0.693655303137723,-2258.4628283475104,ESCH02-1_141.jpg,0.2,5
14,7,7,0.693655303137723,-2258.4628283475104,ESCH02-1_141.jpg,0.2,8
15,6,15,0.7019025919345442,-2274.562509381339,ESCH02-1_141.jpg,0.2,10
16,5,5,0.7612234139685078,-2323.0428363142905,ESCH02-1_141.jpg,0.3,3
17,5,5,0.7612234139685078,-2323.0428363142905,ESCH02-1_141.jpg,0.3,5
18,5,5,0.7612234139685078,-2323.0428363142905,ESCH02-1_141.jpg,0.3,8
19,5,5,0.7612234139685078,-2323.0428363142905,ESCH02-1_141.jpg,0.3,10
20,4,4,0.7180719449234693,-2409.880618124258,ESCH02-1_141.jpg,0.4,3
21,4,4,0.7180719449234693,-2409.880618124258,ESCH02-1_141.jpg,0.4,5
22,4,4,0.7180719449234693,-2409.880618124258,ESCH02-1_141.jpg,0.4,8
23,4,4,0.7180719449234693,-2409.880618124258,ESCH02-1_141.jpg,0.4,10
24,4,1,0.7435595999866101,,ESCH02-1_141.jpg,0.5,3
25,4,1,0.7435595999866101,,ESCH02-1_141.jpg,0.5,5
26,4,2,0.7365193318966919,-2437.376867048749,ESCH02-1_141.jpg,0.5,8
27,4,2,0.7365193318966919,-2437.376867048749,ESCH02-1_141.jpg,0.5,10
0,0,3,,,ESCH02-1_243.jpg,0.01,3
1,0,3,,,ESCH02-1_243.jpg,0.01,5
2,0,3,,,ESCH02-1_243.jpg,0.01,8
3,0,3,,,ESCH02-1_243.jpg,0.01,10
4,0,3,,,ESCH02-1_243.jpg,0.05,3
5,0,3,,,ESCH02-1_243.jpg,0.05,5
6,0,3,,,ESCH02-1_243.jpg,0.05,8
7,0,3,,,ESCH02-1_243.jpg,0.05,10
8,0,3,,,ESCH02-1_243.jpg,0.1,3
9,0,3,,,ESCH02-1_243.jpg,0.1,5
10,0,3,,,ESCH02-1_243.jpg,0.1,8
11,0,3,,,ESCH02-1_243.jpg,0.1,10
12,0,3,,,ESCH02-1_243.jpg,0.2,3
13,0,3,,,ESCH02-1_243.jpg,0.2,5
14,0,3,,,ESCH02-1_243.jpg,0.2,8
15,0,3,,,ESCH02-1_243.jpg,0.2,10
16,0,3,,,ESCH02-1_243.jpg,0.3,3
17,0,3,,,ESCH02-1_243.jpg,0.3,5
18,0,3,,,ESCH02-1_243.jpg,0.3,8
19,0,3,,,ESCH02-1_243.jpg,0.3,10
20,0,3,,,ESCH02-1_243.jpg,0.4,3
21,0,3,,,ESCH02-1_243.jpg,0.4,5
22,0,3,,,ESCH02-1_243.jpg,0.4,8
23,0,3,,,ESCH02-1_243.jpg,0.4,10
24,0,3,,,ESCH02-1_243.jpg,0.5,3
25,0,3,,,ESCH02-1_243.jpg,0.5,5
26,0,3,,,ESCH02-1_243.jpg,0.5,8
27,0,3,,,ESCH02-1_243.jpg,0.5,10
0,0,18,,,ESCH02-1_246.jpg,0.01,3
1,0,18,,,ESCH02-1_246.jpg,0.01,5
2,0,18,,,ESCH02-1_246.jpg,0.01,8
3,0,18,,,ESCH02-1_246.jpg,0.01,10
4,2,8,0.01841825118115302,-180.04809232881559,ESCH02-1_246.jpg,0.05,3
5,0,18,,,ESCH02-1_246.jpg,0.05,5
6,0,18,,,ESCH02-1_246.jpg,0.05,8
7,0,18,,,ESCH02-1_246.jpg,0.05,10
8,1,5,,,ESCH02-1_246.jpg,0.1,3
9,1,5,,,ESCH02-1_246.jpg,0.1,5
10,1,9,,,ESCH02-1_246.jpg,0.1,8
11,0,18,,,ESCH02-1_246.jpg,0.1,10
12,1,3,,,ESCH02-1_246.jpg,0.2,3
13,1,3,,,ESCH02-1_246.jpg,0.2,5
14,1,3,,,ESCH02-1_246.jpg,0.2,8
15,1,3,,,ESCH02-1_246.jpg,0.2,10
16,1,3,,,ESCH02-1_246.jpg,0.3,3
17,1,3,,,ESCH02-1_246.jpg,0.3,5
18,1,3,,,ESCH02-1_246.jpg,0.3,8
19,1,3,,,ESCH02-1_246.jpg,0.3,10
20,1,3,,,ESCH02-1_246.jpg,0.4,3
21,1,3,,,ESCH02-1_246.jpg,0.4,5
22,1,3,,,ESCH02-1_246.jpg,0.4,8
23,1,3,,,ESCH02-1_246.jpg,0.4,10
24,1,3,,,ESCH02-1_246.jpg,0.5,3
25,1,3,,,ESCH02-1_246.jpg,0.5,5
26,1,3,,,ESCH02-1_246.jpg,0.5,8
27,1,3,,,ESCH02-1_246.jpg,0.5,10
0,2,28,-0.43429489765177176,-419.15890882555885,ESCH02-1_350.jpg,0.01,3
1,1,31,,,ESCH02-1_350.jpg,0.01,5
2,0,37,,,ESCH02-1_350.jpg,0.01,8
3,0,37,,,ESCH02-1_350.jpg,0.01,10
4,2,4,0.8363810906831987,-291.62298396616984,ESCH02-1_350.jpg,0.05,3
5,2,5,0.7801973840107795,-296.353467946892,ESCH02-1_350.jpg,0.05,5
6,2,5,0.7801973840107795,-296.353467946892,ESCH02-1_350.jpg,0.05,8
7,2,6,0.7258758239978433,-300.84088780945336,ESCH02-1_350.jpg,0.05,10
8,2,3,0.8945340670882957,-287.44445944931056,ESCH02-1_350.jpg,0.1,3
9,2,3,0.8945340670882957,-287.44445944931056,ESCH02-1_350.jpg,0.1,5
10,2,3,0.8945340670882957,-287.44445944931056,ESCH02-1_350.jpg,0.1,8
11,2,3,0.8945340670882957,-287.44445944931056,ESCH02-1_350.jpg,0.1,10
12,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.2,3
13,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.2,5
14,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.2,8
15,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.2,10
16,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.3,3
17,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.3,5
18,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.3,8
19,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.3,10
20,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.4,3
21,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.4,5
22,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.4,8
23,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.4,10
24,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.5,3
25,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.5,5
26,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.5,8
27,2,2,0.9698874628234425,-278.91430114485536,ESCH02-1_350.jpg,0.5,10
0,0,3,,,ESCH02-1_472.jpg,0.01,3
1,0,3,,,ESCH02-1_472.jpg,0.01,5
2,0,3,,,ESCH02-1_472.jpg,0.01,8
3,0,3,,,ESCH02-1_472.jpg,0.01,10
4,0,3,,,ESCH02-1_472.jpg,0.05,3
5,0,3,,,ESCH02-1_472.jpg,0.05,5
6,0,3,,,ESCH02-1_472.jpg,0.05,8
7,0,3,,,ESCH02-1_472.jpg,0.05,10
